3121	none	anecdotes	But the staff was so horrible to us.
2777	negative	anecdotes	To be completely fair, the only redeeming factor was the food, which was above average, but couldn't make up for all the other deficiencies of Teodora.
1634	none	anecdotes	The food is uniformly exceptional, with a very capable kitchen which will proudly whip up whatever you feel like eating, whether it's on the menu or not.
2534	none	anecdotes	Where Gabriela personaly greets you and recommends you what to eat.
583	positive	anecdotes	For those that go once and don't enjoy it, all I can say is that they just don't get it.
2846	none	anecdotes	Not only was the food outstanding, but the little 'perks' were great.
1571	none	anecdotes	It is very overpriced and not very tasty.
1458	none	anecdotes	Our agreed favorite is the orrechiete with sausage and chicken (usually the waiters are kind enough to split the dish in half so you get to sample both meats).
3161	none	anecdotes	The Bagels have an outstanding taste with a terrific texture, both chewy yet not gummy.
2391	none	anecdotes	Nevertheless the food itself is pretty good.
986	none	anecdotes	i've noticed megadeth, mr. scruff, st. germain, traditional vietnamese songs, black sabbath, jay-z, and daft punk all being played.
296	none	anecdotes	They did not have mayonnaise, forgot our toast, left out ingredients (ie cheese in an omelet), below hot temperatures and the bacon was so over cooked it crumbled on the plate when you touched it.
1793	none	anecdotes	It took half an hour to get our check, which was perfect since we could sit, have drinks and talk!
2200	none	anecdotes	The design and atmosphere is just as good.
3195	none	anecdotes	He has visited Thailand and is quite expert on the cuisine.
3119	positive	anecdotes	I would definitely recommend Mary's and am making it one of my regular neighborhood haunts.
3359	none	anecdotes	The pizza is the best if you like thin crusted pizza.
70	positive	anecdotes	My Girlfriend and I stumbled onto this hopping place the other night and had a great time!
1829	neutral	anecdotes	He can't help, they're bought up so fast.
2935	none	anecdotes	Secondly, on this night the place was overwhelmed by upper east side ladies perfume.
1805	neutral	anecdotes	i have eaten here a handful of times, for no reason besides sheer convenience.
2559	none	anecdotes	Obviously run by folks who know a pie.
716	negative	anecdotes	We were very disappointed.
2464	positive	anecdotes	IT IS DEFINITELY SPECIAL AND AFFORDABLE.
385	positive	anecdotes	I really liked this place.
1350	positive	anecdotes	I will be going back very soon.
3534	none	anecdotes	All the money went into the interior decoration, none of it went to the chefs.
1407	none	anecdotes	The seats are uncomfortable if you are sitting against the wall on wooden benches.
565	none	anecdotes	I asked for seltzer with lime, no ice.
387	none	anecdotes	It was pretty inexpensive too.
1314	negative	anecdotes	Will not be back.
675	none	anecdotes	Don't go alone---even two people isn't enough for the whole experience, with pickles and a selection of meats and seafoods.
2227	none	anecdotes	My suggestion is to eat family style because you'll want to try the other dishes.
3367	none	anecdotes	Best of all is the warm vibe, the owner is super friendly and service is fast.
1210	none	anecdotes	This isn't a value joint.
2191	positive	anecdotes	Faan's got a great concept but a little rough on the delivery.
270	none	anecdotes	From the incredible food, to the warm atmosphere, to the friendly service, this downtown neighborhood spot doesn't miss a beat.
638	none	anecdotes	Great food at REASONABLE prices, makes for an evening that can't be beat!
500	positive	anecdotes	Look foward to trying the Ruben upon returning.
1108	neutral	anecdotes	The only other steakhouse that seems to hold a candle to Roth's is the Strip House.
3294	neutral	anecdotes	We usually go to the Chart House to celebrate a birthday or anniversary.
388	none	anecdotes	this little place has a cute interior decor and affordable city prices.
3070	positive	anecdotes	You'll adore it.
3373	none	anecdotes	Two words: Free wine.
425	none	anecdotes	The price is reasonable although the service is poor.
3192	none	anecdotes	The quantity is also very good, you will come out satisfied.
1098	negative	anecdotes	I have been to Roth's twice and both times were very disappointing.
2173	positive	anecdotes	Worth visiting the 1st Ave spot because it is the original store.
391	neutral	anecdotes	I stumbled upon this second floor walk-up two Fridays ago when I was with two friends in town from L.A. Being serious sushi lovers, we sat at the sushi bar to be closer to the action.
263	none	anecdotes	Raga's is a romantic, cozy restaurant.
2384	none	anecdotes	The fried rice is amazing here.
